__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_atomic_fetch_add_explicit_texture_cube_t,method,12,air.atomic_fetch_add_explicit_texture_cube.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube:1902: return __metal_atomic_fetch_add_explicit_texture_cube_t(derived.t, coord, face, operand, ",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_add_5: %2 = tail call <4 x i32> @air.atomic_fetch_add_explicit_texture_cube.u.v4i32(%struct._texture_cube_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <4 x i32> zeroini",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_add_explicit_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit,method,2,air.atomic.global.and.s.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_atomic:517: return __metal_atomic_fetch_and_explicit(&object->__s, T(operand), int(order), __METAL_MEMORY_SCOPE_TH",xcode_probe_golden,"golden/P07F40v3/metal40_macosx26/probe.ll @probe_p07f_atomic_fetch_and_explicit_3: %3 = tail call i32 @air.atomic.global.and.s.i32(i32 addrspace(1)* nocapture %2, i32 0, i32 0, i32 2, i1 true) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:52Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_1d_array_t,method,12,air.atomic_fetch_and_explicit_texture_1d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d_array:896: return __metal_atomic_fetch_and_explicit_texture_1d_array_t(derived.t, coord, array, o",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_and_16: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_1d_array.u.v4i32(%struct._texture_1d_array_t addrspace(1)* nocapture %0, i32 0, i32 0, <4 x i32> zeroinitializer, i3",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_1d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_1d_t,method,12,air.atomic_fetch_and_explicit_texture_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d:896: return __metal_atomic_fetch_and_explicit_texture_1d_t(derived.t, coord, operand, __METAL_MEM",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_and_17: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_1d.u.v4i32(%struct._texture_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, i32 3) #15",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_2d_array_t,method,12,air.atomic_fetch_and_explicit_texture_2d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d_array:1552: return __metal_atomic_fetch_and_explicit_texture_2d_array_t(derived.t, coord, array, ",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_and_18: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_2d_array.u.v4i32(%struct._texture_2d_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <2 x i32>",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_2d_t,method,12,air.atomic_fetch_and_explicit_texture_2d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d:1564: return __metal_atomic_fetch_and_explicit_texture_2d_t(derived.t, coord, ushort2(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_and_19: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_2d.u.v4i32(%struct._texture_2d_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, <2 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_3d_t,method,12,air.atomic_fetch_and_explicit_texture_3d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture3d:1450: return __metal_atomic_fetch_and_explicit_texture_3d_t(derived.t, coord, ushort3(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_and_20: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_3d.u.v4i32(%struct._texture_3d_t addrspace(1)* nocapture %0, <3 x i32> zeroinitializer, <3 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_3d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_buffer_1d_t,method,12,air.atomic_fetch_and_explicit_texture_buffer_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture_buffer:562: return __metal_atomic_fetch_and_explicit_texture_buffer_1d_t(derived.t, coord, operand,",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_and_6: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_buffer_1d.u.v4i32(%struct._texture_buffer_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, ",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_buffer_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_cube_array_t,method,12,air.atomic_fetch_and_explicit_texture_cube_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube_array:1579: return __metal_atomic_fetch_and_explicit_texture_cube_array_t(derived.t, coord, fac",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_and_7: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_cube_array.u.v4i32(%struct._texture_cube_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, i32 0",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_and_explicit_texture_cube_t,method,12,air.atomic_fetch_and_explicit_texture_cube.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube:1582: return __metal_atomic_fetch_and_explicit_texture_cube_t(derived.t, coord, face, operand, ",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_and_8: %2 = tail call <4 x i32> @air.atomic_fetch_and_explicit_texture_cube.u.v4i32(%struct._texture_cube_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <4 x i32> zeroini",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_and_explicit_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit,method,2,air.atomic.global.max.s.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_atomic:537: return __metal_atomic_fetch_max_explicit(&object->__s, T(operand), int(order), __METAL_MEMORY_SCOPE_TH",xcode_probe_golden,"golden/P07F40v3/metal40_macosx26/probe.ll @probe_p07f_atomic_fetch_max_explicit_4: %3 = tail call i32 @air.atomic.global.max.s.i32(i32 addrspace(1)* nocapture %2, i32 0, i32 0, i32 2, i1 true) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:52Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_1d_array_t,method,12,air.atomic_fetch_max_explicit_texture_1d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d_array:901: return __metal_atomic_fetch_max_explicit_texture_1d_array_t(derived.t, coord, array, o",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_max_24: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_1d_array.u.v4i32(%struct._texture_1d_array_t addrspace(1)* nocapture %0, i32 0, i32 0, <4 x i32> zeroinitializer, i3",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_1d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_1d_t,method,12,air.atomic_fetch_max_explicit_texture_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d:901: return __metal_atomic_fetch_max_explicit_texture_1d_t(derived.t, coord, operand, __METAL_MEM",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_max_25: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_1d.u.v4i32(%struct._texture_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, i32 3) #15",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_2d_array_t,method,12,air.atomic_fetch_max_explicit_texture_2d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d_array:1562: return __metal_atomic_fetch_max_explicit_texture_2d_array_t(derived.t, coord, array, ",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_max_26: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_2d_array.u.v4i32(%struct._texture_2d_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <2 x i32>",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_2d_t,method,12,air.atomic_fetch_max_explicit_texture_2d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d:1574: return __metal_atomic_fetch_max_explicit_texture_2d_t(derived.t, coord, ushort2(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_max_27: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_2d.u.v4i32(%struct._texture_2d_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, <2 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_3d_t,method,12,air.atomic_fetch_max_explicit_texture_3d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture3d:1460: return __metal_atomic_fetch_max_explicit_texture_3d_t(derived.t, coord, ushort3(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_max_28: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_3d.u.v4i32(%struct._texture_3d_t addrspace(1)* nocapture %0, <3 x i32> zeroinitializer, <3 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_3d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_buffer_1d_t,method,12,air.atomic_fetch_max_explicit_texture_buffer_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture_buffer:567: return __metal_atomic_fetch_max_explicit_texture_buffer_1d_t(derived.t, coord, operand,",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_max_9: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_buffer_1d.u.v4i32(%struct._texture_buffer_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, ",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_buffer_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_cube_array_t,method,12,air.atomic_fetch_max_explicit_texture_cube_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube_array:1584: return __metal_atomic_fetch_max_explicit_texture_cube_array_t(derived.t, coord, fac",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_max_10: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_cube_array.u.v4i32(%struct._texture_cube_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, i32 0",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_max_explicit_texture_cube_t,method,12,air.atomic_fetch_max_explicit_texture_cube.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube:1587: return __metal_atomic_fetch_max_explicit_texture_cube_t(derived.t, coord, face, operand, ",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_max_11: %2 = tail call <4 x i32> @air.atomic_fetch_max_explicit_texture_cube.u.v4i32(%struct._texture_cube_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <4 x i32> zeroini",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_max_explicit_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit,method,2,air.atomic.global.min.s.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_atomic:557: return __metal_atomic_fetch_min_explicit(&object->__s, T(operand), int(order), __METAL_MEMORY_SCOPE_TH",xcode_probe_golden,"golden/P07F40v3/metal40_macosx26/probe.ll @probe_p07f_atomic_fetch_min_explicit_5: %3 = tail call i32 @air.atomic.global.min.s.i32(i32 addrspace(1)* nocapture %2, i32 0, i32 0, i32 2, i1 true) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:52Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_1d_array_t,method,12,air.atomic_fetch_min_explicit_texture_1d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d_array:906: return __metal_atomic_fetch_min_explicit_texture_1d_array_t(derived.t, coord, array, o",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_min_32: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_1d_array.u.v4i32(%struct._texture_1d_array_t addrspace(1)* nocapture %0, i32 0, i32 0, <4 x i32> zeroinitializer, i3",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_1d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_1d_t,method,12,air.atomic_fetch_min_explicit_texture_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture1d:906: return __metal_atomic_fetch_min_explicit_texture_1d_t(derived.t, coord, operand, __METAL_MEM",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_min_33: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_1d.u.v4i32(%struct._texture_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, i32 3) #15",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_2d_array_t,method,12,air.atomic_fetch_min_explicit_texture_2d_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d_array:1572: return __metal_atomic_fetch_min_explicit_texture_2d_array_t(derived.t, coord, array, ",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_min_34: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_2d_array.u.v4i32(%struct._texture_2d_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <2 x i32>",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_2d_t,method,12,air.atomic_fetch_min_explicit_texture_2d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture2d:1584: return __metal_atomic_fetch_min_explicit_texture_2d_t(derived.t, coord, ushort2(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_min_35: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_2d.u.v4i32(%struct._texture_2d_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, <2 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_3d_t,method,12,air.atomic_fetch_min_explicit_texture_3d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture3d:1470: return __metal_atomic_fetch_min_explicit_texture_3d_t(derived.t, coord, ushort3(0), operand",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_atomic_fetch_min_36: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_3d.u.v4i32(%struct._texture_3d_t addrspace(1)* nocapture %0, <3 x i32> zeroinitializer, <3 x i32> zeroinitializer, <",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_3d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_buffer_1d_t,method,12,air.atomic_fetch_min_explicit_texture_buffer_1d.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texture_buffer:572: return __metal_atomic_fetch_min_explicit_texture_buffer_1d_t(derived.t, coord, operand,",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_min_12: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_buffer_1d.u.v4i32(%struct._texture_buffer_1d_t addrspace(1)* nocapture %0, i32 0, <4 x i32> zeroinitializer, i32 0, ",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_buffer_1d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_cube_array_t,method,12,air.atomic_fetch_min_explicit_texture_cube_array.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube_array:1589: return __metal_atomic_fetch_min_explicit_texture_cube_array_t(derived.t, coord, fac",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_min_13: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_cube_array.u.v4i32(%struct._texture_cube_array_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, i32 0",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_atomic_fetch_min_explicit_texture_cube_t,method,12,air.atomic_fetch_min_explicit_texture_cube.u.v4i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube:1592: return __metal_atomic_fetch_min_explicit_texture_cube_t(derived.t, coord, face, operand, ",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_atomic_fetch_min_14: %2 = tail call <4 x i32> @air.atomic_fetch_min_explicit_texture_cube.u.v4i32(%struct._texture_cube_t addrspace(1)* nocapture %0, <2 x i32> zeroinitializer, i32 0, <4 x i32> zeroini",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_atomic_fetch_min_explicit_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
