__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample
__metal_round,free+method,30,air.round.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:231: return __metal_round(x, __METAL_FAST_MATH__);"
__metal_rsqrt,free+method,30,air.rsqrt.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:235: return __metal_rsqrt(x, __METAL_FAST_MATH__);"
__metal_sample_compare_depth_2d_array_t,method,60,air.sample.compare.depth.2d.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_array:691: return __metal_sample_compare_depth_2d_array_t(derived.t, s.val, coord, array, compare_v"
__metal_sample_compare_depth_2d_array_t_grad,method,24,air.sample.compare.depth.2d.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_array:723: return __metal_sample_compare_depth_2d_array_t_grad(derived.t, s.val, coord, array, comp"
__metal_sample_compare_depth_2d_t,method,60,air.sample.compare.depth.2d.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d:691: return __metal_sample_compare_depth_2d_t(derived.t, s.val, coord, compare_value, true, offset,"
__metal_sample_compare_depth_2d_t_grad,method,24,air.sample.compare.depth.2d.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d:723: return __metal_sample_compare_depth_2d_t_grad(derived.t, s.val, coord, compare_value, options."
__metal_sample_compare_depth_cube_array_t,method,60,air.sample.compare.depth.cube.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube_array:692: return __metal_sample_compare_depth_cube_array_t(derived.t, s.val, coord, array, compa"
__metal_sample_compare_depth_cube_array_t_grad,method,24,air.sample.compare.depth.cube.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube_array:722: return __metal_sample_compare_depth_cube_array_t_grad(derived.t, s.val, coord, array, "
__metal_sample_compare_depth_cube_t,method,60,air.sample.compare.depth.cube.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube:691: return __metal_sample_compare_depth_cube_t(derived.t, s.val, coord, compare_value, false, 0."
__metal_sample_compare_depth_cube_t_grad,method,24,air.sample.compare.depth.cube.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube:723: return __metal_sample_compare_depth_cube_t_grad(derived.t, s.val, coord, compare_value, opti"
__metal_sample_depth_2d_array_t,method,60,air.sample.depth.2d.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_array:40: return __metal_sample_depth_2d_array_t(derived.t, s.val, coord, array, true, offset, fals"
__metal_sample_depth_2d_array_t_grad,method,24,air.sample.depth.2d.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_array:67: return __metal_sample_depth_2d_array_t_grad(derived.t, s.val, coord, array, options.dPdx,"
__metal_sample_depth_2d_t,method,60,air.sample.depth.2d.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d:40: return __metal_sample_depth_2d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, int("
__metal_sample_depth_2d_t_grad,method,24,air.sample.depth.2d.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d:67: return __metal_sample_depth_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, 0.0f"
__metal_sample_depth_cube_array_t,method,60,air.sample.depth.cube.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube_array:41: return __metal_sample_depth_cube_array_t(derived.t, s.val, coord, array, false, 0.0f, 0"
__metal_sample_depth_cube_array_t_grad,method,24,air.sample.depth.cube.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube_array:68: return __metal_sample_depth_cube_array_t_grad(derived.t, s.val, coord, array, options.d"
__metal_sample_depth_cube_t,method,60,air.sample.depth.cube.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube:40: return __metal_sample_depth_cube_t(derived.t, s.val, coord, false, 0.0f, 0.0f, int(a), static"
__metal_sample_depth_cube_t_grad,method,24,air.sample.depth.cube.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube:67: return __metal_sample_depth_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
__metal_sample_texture_1d_array_t,method,12,air.sample_texture_1d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d_array:47: return __metal_sample_texture_1d_array_t(derived.t, s.val, coord, array, false, 0, fals"
__metal_sample_texture_1d_t,method,12,air.sample_texture_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d:47: return __metal_sample_texture_1d_t(derived.t, s.val, coord, false, 0, false, 0.0f, 0.0f, int("
__metal_sample_texture_2d_array_t,method,60,air.sample_texture_2d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_array:47: return __metal_sample_texture_2d_array_t(derived.t, s.val, coord, array, true, offset, "
__metal_sample_texture_2d_array_t_grad,method,24,air.sample.texture.2d.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture2d_array:74: return __metal_sample_texture_2d_array_t_grad(derived.t, s.val, coord, array, options.d"
__metal_sample_texture_2d_t,method,60,air.sample_texture_2d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d:47: return __metal_sample_texture_2d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, "
__metal_sample_texture_2d_t_grad,method,24,air.sample.texture.2d.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture2d:74: return __metal_sample_texture_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
__metal_sample_texture_3d_t,method,60,air.sample_texture_3d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture3d:47: return __metal_sample_texture_3d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, "
__metal_sample_texture_3d_t_grad,method,24,air.sample.texture.3d.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texture3d:74: return __metal_sample_texture_3d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, "
__metal_sample_texture_cube_array_t,method,60,air.sample,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube_array:48: return __metal_sample_texture_cube_array_t(derived.t, s.val, coord, array, false, 0.0"
__metal_sample_texture_cube_array_t_grad,method,24,air.sample.texture.cube.array.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texturecube_array:75: return __metal_sample_texture_cube_array_t_grad(derived.t, s.val, coord, array, optio"
__metal_sample_texture_cube_t,method,60,air.sample,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube:47: return __metal_sample_texture_cube_t(derived.t, s.val, coord, false, 0.0f, 0.0f, int(a), st"
__metal_sample_texture_cube_t_grad,method,24,air.sample.texture.cube.t.grad,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_texturecube:74: return __metal_sample_texture_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dP"
__metal_sampler_t,method,2,air.sampler.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture_common:841: __metal_sampler_t val;
__metal_saturate,free+method,30,air.saturate,inferred,🧪命名規則からの推測 (probe必須),"metal_common:27: return __metal_saturate(x, __METAL_FAST_MATH__);"
__metal_select,free+method,150,air.select,inferred,🧪命名規則からの推測 (probe必須),"metal_math:109: return __metal_select(t, float(0), t < float(0) || x == y, __METAL_FAST_MATH__);"
__metal_set_barrier_compute_command,method,1,air.set.barrier.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:433: __metal_set_barrier_compute_command(icb, icb_index);"
__metal_set_barrier_render_command,method,1,air.set.barrier.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:1132: __metal_set_barrier_render_command(icb, icb_index);"
__metal_set_buffer_intersection_function_table,method,12,air.set.buffer.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:1773: __metal_set_buffer_intersection_function_table(t, buf, index);"
__metal_set_cull_mode_render_command,method,1,air.set.cull.mode.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:834: __metal_set_cull_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_depth_bias_render_command,method,1,air.set.depth.bias.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:852: __metal_set_depth_bias_render_command(icb, icb_index, bias, slope_scale, clamp);"
__metal_set_depth_clip_mode_render_command,method,1,air.set.depth.clip.mode.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:859: __metal_set_depth_clip_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_depth_stencil_state_render_command,method,1,air.set.depth.stencil.state.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:866: __metal_set_depth_stencil_state_render_command(icb, icb_index, state.s);"
__metal_set_fragment_buffer_render_command,method,2,air.set.fragment.buffer.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:906: __metal_set_fragment_buffer_render_command(icb, icb_index, static_cast<device void *>(const_ca"
__metal_set_front_facing_winding_render_command,method,1,air.set.front.facing.winding.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:839: __metal_set_front_facing_winding_render_command(icb, icb_index, uint(w));"
__metal_set_imageblock_size_compute_command,method,1,air.set.imageblock.size.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:454: __metal_set_imageblock_size_compute_command(icb, icb_index, size);"
__metal_set_index_mesh,method,1,air.set.index.mesh,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:79: __metal_set_index_mesh(m, i, v);"
__metal_set_indices_mesh,method,2,air.set.indices.mesh,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:84: __metal_set_indices_mesh(m, i, v);"
__metal_set_kernel_buffer_compute_command,method,4,air.set.kernel.buffer.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:397: __metal_set_kernel_buffer_compute_command(icb, icb_index, static_cast<device void *>(const_cas"
__metal_set_mesh_buffer_render_command,method,2,air.set.mesh.buffer.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:936: __metal_set_mesh_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast<d"
__metal_set_object_buffer_render_command,method,2,air.set.object.buffer.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:919: __metal_set_object_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast"
__metal_set_object_threadgroup_memory_length_render_command,method,1,air.set.object.threadgroup.memory.length.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:929: __metal_set_object_threadgroup_memory_length_render_command(icb, icb_index, length, idx);"
__metal_set_pipeline_state_compute_command,method,1,air.set.pipeline.state.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:390: __metal_set_pipeline_state_compute_command(icb, icb_index, pipeline_state.t);"
__metal_set_pipeline_state_render_command,method,1,air.set.pipeline.state.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:827: __metal_set_pipeline_state_render_command(icb, icb_index, pipeline_state.t);"
__metal_set_primitive_count_mesh,method,1,air.set.primitive.count.mesh,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:94: __metal_set_primitive_count_mesh(m, n);"
__metal_set_primitive_mesh,method,1,air.set.primitive.mesh,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:36: __metal_set_primitive_mesh(derived->m, i, p);"
__metal_set_stage_in_region_compute_command,method,1,air.set.stage.in.region.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:443: __metal_set_stage_in_region_compute_command(icb, icb_index, origin, size);"
__metal_set_threadgroup_memory_length_compute_command,method,1,air.set.threadgroup.memory.length.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:448: __metal_set_threadgroup_memory_length_compute_command(icb, icb_index, length, idx);"
__metal_set_threadgroups_per_grid_mesh_grid_properties,method,1,air.set.threadgroups.per.grid.mesh.grid.properties,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:114: __metal_set_threadgroups_per_grid_mesh_grid_properties(p, tgs);"
__metal_set_triangle_fill_mode_render_command,method,1,air.set.triangle.fill.mode.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:844: __metal_set_triangle_fill_mode_render_command(icb, icb_index, uint(mode));"
__metal_set_vertex_buffer_render_command,method,4,air.set.vertex.buffer.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:878: __metal_set_vertex_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast"
__metal_set_vertex_mesh,method,1,air.set.vertex.mesh,inferred,🧪命名規則からの推測 (probe必須),"metal_mesh:21: __metal_set_vertex_mesh(derived->m, i, v);"
__metal_set_visible_function_table_intersection_function_table,method,6,air.set.visible.function.table.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:1784: __metal_set_visible_function_table_intersection_function_table(t, vft.__get_opaque_handle(), inde"
__metal_sign,free+method,18,air.sign.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,metal_common:305: return __metal_sign(x);
__metal_simd_active_threads_mask,method,1,air.simd.active.threads.mask,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:101: return simd_vote(__metal_simd_active_threads_mask(simd_vote::vote_t(0)));
__metal_simd_all,method,1,air.simd.all,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:106: return __metal_simd_all(expr);
__metal_simd_and,method,1,air.simd.and,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:124: return __metal_simd_and(data);
__metal_simd_any,method,1,air.simd.any,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:111: return __metal_simd_any(expr);
__metal_simd_ballot,method,1,air.simd.ballot,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:116: return simd_vote(__metal_simd_ballot(expr, simd_vote::vote_t(0)));"
__metal_simd_broadcast,method,1,air.simd.broadcast,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:131: return __metal_simd_broadcast(data, broadcast_lane_id);"
__metal_simd_broadcast_first,method,1,air.simd.broadcast.first,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:138: return __metal_simd_broadcast_first(data);
__metal_simd_is_first,method,1,air.simd.is.first,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:145: return __metal_simd_is_first();
__metal_simd_is_helper_thread,method,1,air.simd.is.helper.thread,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:152: return __metal_simd_is_helper_thread();
__metal_simd_max,method,1,air.simd.max,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:158: return __metal_simd_max(data);
__metal_simd_min,method,1,air.simd.min,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:164: return __metal_simd_min(data);
__metal_simd_or,method,1,air.simd.or,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:172: return __metal_simd_or(data);
__metal_simd_prefix_exclusive_product,method,1,air.simd.prefix.exclusive.product,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:178: return __metal_simd_prefix_exclusive_product(data);
__metal_simd_prefix_exclusive_sum,method,1,air.simd.prefix.exclusive.sum,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:184: return __metal_simd_prefix_exclusive_sum(data);
__metal_simd_prefix_inclusive_product,method,1,air.simd.prefix.inclusive.product,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:190: return __metal_simd_prefix_inclusive_product(data);
__metal_simd_prefix_inclusive_sum,method,1,air.simd.prefix.inclusive.sum,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:196: return __metal_simd_prefix_inclusive_sum(data);
__metal_simd_product,method,1,air.simd.product,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:202: return __metal_simd_product(data);
__metal_simd_shuffle,method,1,air.simd.shuffle,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:209: return __metal_simd_shuffle(data, simd_lane_id);"
__metal_simd_shuffle_and_fill_down,method,2,air.simd.shuffle.and.fill.down,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:216: return __metal_simd_shuffle_and_fill_down(data, filling_data, delta, modulo);"
__metal_simd_shuffle_and_fill_up,method,2,air.simd.shuffle.and.fill.up,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:228: return __metal_simd_shuffle_and_fill_up(data, filling_data, delta, modulo);"
__metal_simd_shuffle_down,method,1,air.simd.shuffle.down,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:241: return __metal_simd_shuffle_down(data, delta);"
__metal_simd_shuffle_rotate_down,method,1,air.simd.shuffle.rotate.down,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:248: return __metal_simd_shuffle_rotate_down(data, delta);"
__metal_simd_shuffle_rotate_up,method,1,air.simd.shuffle.rotate.up,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:256: return __metal_simd_shuffle_rotate_up(data, delta);"
__metal_simd_shuffle_up,method,1,air.simd.shuffle.up,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:263: return __metal_simd_shuffle_up(data, delta);"
__metal_simd_shuffle_xor,method,1,air.simd.shuffle.xor,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup:269: return __metal_simd_shuffle_xor(data, mask);"
__metal_simd_sum,method,1,air.simd.sum,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:276: return __metal_simd_sum(data);
__metal_simd_vote_all,method,1,air.simd.vote.all,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:87: return __metal_simd_vote_all(v);
__metal_simd_vote_any,method,1,air.simd.vote.any,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:92: return __metal_simd_vote_any(v);
__metal_simd_xor,method,1,air.simd.xor,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup:282: return __metal_simd_xor(data);
__metal_simdgroup_barrier,method,2,air.simdgroup.barrier,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"metal_compute:79: __metal_simdgroup_barrier(int(flags), int(scope));"
__metal_simdgroup_matrix_8x8_init_diag,method,1,air.simdgroup.matrix.8x8.init.diag,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup_matrix:46: return __metal_simdgroup_matrix_8x8_init_diag(value);
__metal_simdgroup_matrix_8x8_init_filled,method,1,air.simdgroup.matrix.8x8.init.filled,inferred,🧪命名規則からの推測 (probe必須),metal_simdgroup_matrix:119: d.thread_elements() = __metal_simdgroup_matrix_8x8_init_filled(value);
__metal_simdgroup_matrix_8x8_load,method,2,air.simdgroup.matrix.8x8.load,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup_matrix:138: d.thread_elements() = __metal_simdgroup_matrix_8x8_load(src, elements_per_row, matrix_origin"
__metal_simdgroup_matrix_8x8_multiply_accumulate,method,1,air.simdgroup.matrix.8x8.multiply.accumulate,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup_matrix:193: d.thread_elements() = __metal_simdgroup_matrix_8x8_multiply_accumulate(a.thread_elements(), "
__metal_simdgroup_matrix_8x8_store,method,2,air.simdgroup.matrix.8x8.store,inferred,🧪命名規則からの推測 (probe必須),"metal_simdgroup_matrix:166: __metal_simdgroup_matrix_8x8_store(a.thread_elements(), dst, elements_per_row, matrix_origin"
__metal_sin,free+method,30,air.sin.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:239: return __metal_sin(x, __METAL_FAST_MATH__);"
__metal_sincos,free+method,30,air.sincos.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:243: return __metal_sincos(x, &cosval, __METAL_FAST_MATH__);"
__metal_sinh,free+method,30,air.sinh.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:247: return __metal_sinh(x, __METAL_FAST_MATH__);"
__metal_sinpi,free+method,30,air.sinpi.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:252: return __metal_sinpi(x, __METAL_FAST_MATH__);"
__metal_slice_tensor,method,23,air.slice.tensor,inferred,🧪命名規則からの推測 (probe必須),"metal_tensor:1906: __metal_slice_tensor(handle(), other.handle(), tensor::get_rank(), nullptr, nullptr, index_type());"
__metal_sqrt,free+method,30,air.sqrt.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:257: return __metal_sqrt(x, __METAL_FAST_MATH__);"
__metal_store_tensor,method,8,air.store.tensor,inferred,🧪命名規則からの推測 (probe必須),"metal_tensor:699: __metal_store_tensor(static_cast<const thread  tensor_type *>(this)->handle(),"
__metal_struct_has_render_target,no_callsite,1,air.struct.has.render.target,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:10: #define METAL_VALID_RENDER_TARGET(A, E, T) METAL_ENABLE_IF(__metal_struct_has_render_target(index,"
__metal_subsat,free+method,48,air.subsat,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:111: return __metal_subsat(x, y);"
__metal_tan,free+method,30,air.tan.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:261: return __metal_tan(x, __METAL_FAST_MATH__);"
__metal_tanh,free+method,30,air.tanh.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:265: return __metal_tanh(x, __METAL_FAST_MATH__);"
__metal_tanpi,free+method,30,air.tanpi.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:270: return __metal_tanpi(x, __METAL_FAST_MATH__);"
__metal_tensor_t,method,6,air.tensor.t,inferred,🧪命名規則からの推測 (probe必須),"metal_tensor:1451: METAL_FUNC tensor(__metal_tensor_t other, const thread offsets_type &other_offsets) thread"
__metal_tensor_thread_t,method,1,air.tensor.thread.t,inferred,🧪命名規則からの推測 (probe必須),metal_tensor:2169: METAL_FUNC __metal_tensor_thread_t handle() thread const
__metal_texture_1d_array_t,method,3,air.texture.1d.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d_array:1923: __metal_texture_1d_array_t t;
__metal_texture_1d_t,method,3,air.texture.1d.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d:1891: __metal_texture_1d_t t;
__metal_texture_2d_array_t,method,3,air.texture.2d.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_array:2610: __metal_texture_2d_array_t t;
__metal_texture_2d_ms_array_t,method,3,air.texture.2d.ms.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms_array:658: __metal_texture_2d_ms_array_t t;
__metal_texture_2d_ms_t,method,3,air.texture.2d.ms.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms:627: __metal_texture_2d_ms_t t;
__metal_texture_2d_t,method,3,air.texture.2d.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d:2590: __metal_texture_2d_t t;
__metal_texture_3d_t,method,3,air.texture.3d.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture3d:2506: __metal_texture_3d_t t;
__metal_texture_buffer_1d_t,method,3,air.texture.buffer.1d.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture_buffer:1527: __metal_texture_buffer_1d_t t;
__metal_texture_cube_array_t,method,3,air.texture.cube.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube_array:2629: __metal_texture_cube_array_t t;
__metal_texture_cube_t,method,3,air.texture.cube.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube:2609: __metal_texture_cube_t t;
__metal_trunc,free+method,60,air.trunc.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:208: intval = __metal_trunc(x, __METAL_FAST_MATH__);"
__metal_unpack_snorm1x16,no_callsite,1,air.unpack.snorm1x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1145: return __metal_unpack_snorm1x16(data, T());"
__metal_unpack_snorm1x8,no_callsite,1,air.unpack.snorm1x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1095: return __metal_unpack_snorm1x8(data, T());"
__metal_unpack_snorm2x16,free+method,3,air.unpack.snorm2x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:45: return __metal_unpack_snorm2x16(x, float2());"
__metal_unpack_snorm2x8,no_callsite,1,air.unpack.snorm2x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1195: return __metal_unpack_snorm2x8(data, T());"
__metal_unpack_snorm4x16,no_callsite,1,air.unpack.snorm4x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1371: return __metal_unpack_snorm4x16(data, T());"
__metal_unpack_snorm4x8,free+method,3,air.unpack.snorm4x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:19: return __metal_unpack_snorm4x8(x, float4());"
__metal_unpack_snorm_rgb10a2,free+method,2,air.unpack.snorm.rgb10a2,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:63: return __metal_unpack_snorm_rgb10a2(x, float4());"
__metal_unpack_unorm1x16,no_callsite,1,air.unpack.unorm1x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1121: return __metal_unpack_unorm1x16(data, T());"
__metal_unpack_unorm1x8,no_callsite,1,air.unpack.unorm1x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1069: return __metal_unpack_unorm1x8(data, T());"
__metal_unpack_unorm2x16,free+method,3,air.unpack.unorm2x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:41: return __metal_unpack_unorm2x16(x, float2());"
__metal_unpack_unorm2x8,no_callsite,1,air.unpack.unorm2x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1169: return __metal_unpack_unorm2x8(data, T());"
__metal_unpack_unorm4x16,no_callsite,1,air.unpack.unorm4x16,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1347: return __metal_unpack_unorm4x16(data, T());"
__metal_unpack_unorm4x8,free+method,3,air.unpack.unorm4x8,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:15: return __metal_unpack_unorm4x8(x, float4());"
__metal_unpack_unorm4x8_srgb,free+method,3,air.unpack.unorm4x8.srgb,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:32: return __metal_unpack_unorm4x8_srgb(x, float4());"
__metal_unpack_unorm_rg11b10f,no_callsite,1,air.unpack.unorm.rg11b10f,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1421: return __metal_unpack_unorm_rg11b10f(data, T());"
__metal_unpack_unorm_rgb10a2,free+method,3,air.unpack.unorm.rgb10a2,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:58: return __metal_unpack_unorm_rgb10a2(x, float4());"
__metal_unpack_unorm_rgb565,free+method,2,air.unpack.unorm.rgb565,inferred,🧪命名規則からの推測 (probe必須),"metal_pack:68: return __metal_unpack_unorm_rgb565(x, float3());"
__metal_unpack_unorm_rgb9e5,no_callsite,1,air.unpack.unorm.rgb9e5,inferred,🧪命名規則からの推測 (probe必須),"metal_pixel:1447: return __metal_unpack_unorm_rgb9e5(data, T());"
__metal_vertex_value_t,no_callsite,1,air.vertex.value.t,inferred,🧪命名規則からの推測 (probe必須),metal_vertex_value:30: __metal_vertex_value_t impl;
__metal_visible_function_table_t,method,6,air.visible.function.table.t,inferred,🧪命名規則からの推測 (probe必須),metal_visible_function_table:184: static METAL_FUNC visible_function_table __get_from_opaque_handle(__metal_visible_func
__metal_wg_barrier,method,2,air.wg.barrier,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_compute:67: __metal_wg_barrier(int(flags), int(scope));"
