feature_id,layer,feature,syntax_example,clang_impl_point,upstream_analog,evidence,source_ref,msl_since,implement_status,notes
FE-0073,attr,[[sample_mask]],[[sample_mask]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0074,attr,[[sample_no_perspective]],[[sample_no_perspective]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0075,attr,[[sample_perspective]],[[sample_perspective]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0076,attr,[[sampler]],[[sampler]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0077,attr,[[shared]],[[shared]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0078,attr,[[simdgroup_index_in_threadgroup]],[[simdgroup_index_in_threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0079,attr,[[simdgroups_per_threadgroup]],[[simdgroups_per_threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0080,attr,[[sizeas]],[[sizeas]],AttributeList + Attr.td ('[[x]]' spelling → ParsedAttr → Sema 処理),(個別対応表参照),observed_header,metal_cooperative_tensor;metal_tensor,,verified,
FE-0081,attr,[[stage_in]],[[stage_in]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0082,attr,[[stencil]],[[stencil]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0083,attr,[[stitchable]],[[stitchable]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0084,attr,[[texture]],[[texture]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0085,attr,[[thread_execution_width]],[[thread_execution_width]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0086,attr,[[thread_index_in_quadgroup]],[[thread_index_in_quadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0087,attr,[[thread_index_in_simdgroup]],[[thread_index_in_simdgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0088,attr,[[thread_index_in_threadgroup]],[[thread_index_in_threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0089,attr,[[thread_position_in_grid]],[[thread_position_in_grid]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0090,attr,[[thread_position_in_threadgroup]],[[thread_position_in_threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0091,attr,[[threadgroup]],[[threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0092,attr,[[threadgroup_position_in_grid]],[[threadgroup_position_in_grid]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0093,attr,[[threadgroups_per_grid]],[[threadgroups_per_grid]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0094,attr,[[threads_per_grid]],[[threads_per_grid]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0095,attr,[[threads_per_simdgroup]],[[threads_per_simdgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0096,attr,[[threads_per_threadgroup]],[[threads_per_threadgroup]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0097,attr,[[tile_index]],[[tile_index]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0098,attr,[[user]],[[user]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0099,attr,[[user_annotation]],[[user_annotation]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0100,attr,[[vertex]],[[vertex]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0101,attr,[[vertex_id]],[[vertex_id]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0102,attr,[[viewport_array_index]],[[viewport_array_index]],"SemaDeclAttr/AST: MSL 属性 (`[[buffer(N)]]`, `[[texture(N)]]`, `[[stage_in]]`, `[[thread_position_in_grid]]` 等) の検証とメタデータ生成",(個別対応表参照),apple_msl_spec_pdf,MSL spec PDF (data/spec_attributes.csv),,verified_msl_core,"実機コンパイル IR (`!air.kernel`, `!air.arg_type_name` 等) により実証済"
FE-0103,attr,[[visible]],[[visible]],AttributeList + Attr.td ('[[x]]' spelling → ParsedAttr → Sema 処理),(個別対応表参照),observed_header,metal_visible_function_table,,verified,
FE-0104,type,opaque builtin type struct._command_buffer_t,(IR) %struct._command_buffer_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._command_buffer_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0105,type,opaque builtin type struct._compute_pipeline_state_t,(IR) %struct._compute_pipeline_state_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._compute_pipeline_state_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0106,type,opaque builtin type struct._depth_2d_array_t,(IR) %struct._depth_2d_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_2d_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0107,type,opaque builtin type struct._depth_2d_ms_array_t,(IR) %struct._depth_2d_ms_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_2d_ms_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0108,type,opaque builtin type struct._depth_2d_ms_t,(IR) %struct._depth_2d_ms_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_2d_ms_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0109,type,opaque builtin type struct._depth_2d_t,(IR) %struct._depth_2d_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_2d_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0110,type,opaque builtin type struct._depth_cube_array_t,(IR) %struct._depth_cube_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_cube_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0111,type,opaque builtin type struct._depth_cube_t,(IR) %struct._depth_cube_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_cube_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0112,type,opaque builtin type struct._depth_stencil_state_t,(IR) %struct._depth_stencil_state_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._depth_stencil_state_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0113,type,opaque builtin type struct._function_handle_t,(IR) %struct._function_handle_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._function_handle_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0114,type,opaque builtin type struct._instance_acceleration_structure_t,(IR) %struct._instance_acceleration_structure_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._instance_acceleration_structure_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0115,type,opaque builtin type struct._intersection_function_table_t,(IR) %struct._intersection_function_table_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._intersection_function_table_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0116,type,opaque builtin type struct._intersection_query_t,(IR) %struct._intersection_query_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._intersection_query_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0117,type,opaque builtin type struct._render_pipeline_state_t,(IR) %struct._render_pipeline_state_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._render_pipeline_state_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0118,type,opaque builtin type struct._sampler_t,(IR) %struct._sampler_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._sampler_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0119,type,opaque builtin type struct._texture_1d_array_t,(IR) %struct._texture_1d_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._texture_1d_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0120,type,opaque builtin type struct._texture_1d_t,(IR) %struct._texture_1d_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._texture_1d_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0121,type,opaque builtin type struct._texture_2d_array_t,(IR) %struct._texture_2d_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._texture_2d_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
FE-0122,type,opaque builtin type struct._texture_2d_ms_array_t,(IR) %struct._texture_2d_ms_array_t = type opaque,ASTContext BuiltinType + CodeGen lowering → IR `%struct._texture_2d_ms_array_t = type opaque`,clang DXIL リソース型の類似,observed_golden_ir,golden/*/*.ll,,verified,clang 側では opaque handle として TBAA/ABI 固定
